Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Sademäärä (mm),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Ilman lämpötila (degC),Tuulen nopeus (m/s)
2019,4,6,01:00,UTC,0,,91,,0.1,3
2019,4,6,02:00,UTC,0,,89,,0.1,3.2
2019,4,6,03:00,UTC,0,,89,,-0.2,2
2019,4,6,04:00,UTC,0,,89,,-0.6,2
2019,4,6,05:00,UTC,0,,88,,-0.1,1
2019,4,6,06:00,UTC,0,,76,,2.2,2
2019,4,6,07:00,UTC,0,,64,,4.5,2.8
2019,4,6,08:00,UTC,0,,54,,6.7,3.5
2019,4,6,09:00,UTC,0,,48,,8.8,3.6
2019,4,6,10:00,UTC,0,,41,,11.1,3.9
2019,4,6,11:00,UTC,0,,33,,12.4,6.2
2019,4,6,12:00,UTC,0,,30,,12.9,6.5
2019,4,6,13:00,UTC,0,,29,,13.3,5.2
2019,4,6,14:00,UTC,0,,28,,13.1,5.4
2019,4,6,15:00,UTC,0,,28,,12.8,4.3
2019,4,6,16:00,UTC,0,,28,,12,4.1
2019,4,6,17:00,UTC,0,,28,,10.5,2.6
2019,4,6,18:00,UTC,6,,44,,4.9,1.8
2019,4,6,19:00,UTC,1,,37,,6.8,3.1
2019,4,6,20:00,UTC,0,,40,,5.6,3.3
2019,4,6,21:00,UTC,7,,47,,3.6,2.1
2019,4,6,22:00,UTC,7,,55,,1.6,2
2019,4,6,23:00,UTC,7,,64,,-0.4,1.5
2019,4,7,00:00,UTC,3,,63,,-0.5,1.6
2019,4,7,01:00,UTC,2,,64,,-0.5,1.7
2019,4,7,02:00,UTC,4,,64,,-0.4,1.6
2019,4,7,03:00,UTC,7,,63,,0.1,1.4
2019,4,7,04:00,UTC,7,,66,,-0.2,0.8
2019,4,7,05:00,UTC,7,,70,,-0.2,1.3
2019,4,7,06:00,UTC,5,,50,,3.5,3.6
2019,4,7,07:00,UTC,6,,45,,4.8,2.3
2019,4,7,08:00,UTC,7,,47,,5.9,1.2
2019,4,7,09:00,UTC,7,,42,,7,2.1
2019,4,7,10:00,UTC,7,,39,,8.3,2.2
2019,4,7,11:00,UTC,7,,36,,9.2,2.1
2019,4,7,12:00,UTC,3,,52,,7.7,2.5
2019,4,7,13:00,UTC,5,,56,,6.2,2.6
2019,4,7,14:00,UTC,7,,74,,2.8,3.7
2019,4,7,15:00,UTC,4,,74,,2.1,4.1
2019,4,7,16:00,UTC,7,,73,,1.9,3.7
2019,4,7,17:00,UTC,4,,80,,1.6,4.7
2019,4,7,18:00,UTC,7,,85,,1.1,6.1
2019,4,7,19:00,UTC,8,,85,,1.1,6.3
2019,4,7,20:00,UTC,8,,82,,1.4,5.3
2019,4,7,21:00,UTC,8,,83,,1.1,5.9
2019,4,7,22:00,UTC,7,,85,,0.4,6.6
2019,4,7,23:00,UTC,8,,85,,0.1,7.7
2019,4,8,00:00,UTC,8,,85,,-0.1,8
2019,4,8,01:00,UTC,7,,83,,-0.4,9.6
2019,4,8,02:00,UTC,7,,83,,-0.6,8.8
2019,4,8,03:00,UTC,7,,82,,-0.7,9
2019,4,8,04:00,UTC,7,,81,,-0.9,10.5
2019,4,8,05:00,UTC,8,,83,,-0.9,9.9
2019,4,8,06:00,UTC,8,,84,,-0.8,8.8
2019,4,8,07:00,UTC,8,,84,,-0.8,9.7
2019,4,8,08:00,UTC,8,,83,,-0.8,9.4
2019,4,8,09:00,UTC,8,,85,,-0.9,9.7
2019,4,8,10:00,UTC,8,,86,,-1.1,8.7
2019,4,8,11:00,UTC,8,,90,,-1.1,9.8
2019,4,8,12:00,UTC,8,,90,,-0.8,10.1
2019,4,8,13:00,UTC,8,,91,,-0.7,10.2
2019,4,8,14:00,UTC,8,,92,,-0.7,9.5
2019,4,8,15:00,UTC,8,,91,,-0.6,10.6
2019,4,8,16:00,UTC,8,,91,,-0.6,9.3
2019,4,8,17:00,UTC,8,,92,,-0.6,8.6
2019,4,8,18:00,UTC,8,,90,,-0.5,8.7
2019,4,8,19:00,UTC,8,,87,,-0.3,10.1
2019,4,8,20:00,UTC,8,,86,,-0.3,9.5
2019,4,8,21:00,UTC,8,,86,,-0.4,10.1
2019,4,8,22:00,UTC,8,,85,,-0.4,9.5
2019,4,8,23:00,UTC,8,,85,,-0.7,9.8
2019,4,9,00:00,UTC,8,,83,,-0.9,10.4
2019,4,9,01:00,UTC,7,,84,,-1.3,8.8
2019,4,9,02:00,UTC,8,,81,,-1.1,7.8
2019,4,9,03:00,UTC,8,,83,,-1.7,7.8
2019,4,9,04:00,UTC,8,,88,,-2,6.8
2019,4,9,05:00,UTC,8,,82,,-1.7,7.7
2019,4,9,06:00,UTC,8,,83,,-1.8,8.8
2019,4,9,07:00,UTC,8,,87,,-2.3,8.2
2019,4,9,08:00,UTC,8,,79,,-1.9,7.8
2019,4,9,09:00,UTC,8,,78,,-1.7,9.3
2019,4,9,10:00,UTC,8,,60,,-0.2,10.3
2019,4,9,11:00,UTC,8,,60,,0.1,9.8
2019,4,9,12:00,UTC,8,,58,,0.7,10.2
2019,4,9,13:00,UTC,8,,65,,0.3,9.3
2019,4,9,14:00,UTC,8,,62,,0.2,7.8
2019,4,9,15:00,UTC,8,,64,,0,8.3
2019,4,9,16:00,UTC,7,,62,,0,7.2
2019,4,9,17:00,UTC,5,,53,,0.3,5.7
2019,4,9,18:00,UTC,4,,64,,-1.2,5.6
2019,4,9,19:00,UTC,4,,55,,-1,7
2019,4,9,20:00,UTC,6,,63,,-2,5.7
2019,4,9,21:00,UTC,7,,64,,-2.4,6.1
2019,4,9,22:00,UTC,7,,66,,-2.7,7
2019,4,9,23:00,UTC,5,,65,,-3.1,7.1
2019,4,10,00:00,UTC,4,,67,,-3.5,6.8
2019,4,10,01:00,UTC,6,,69,,-3.8,7
2019,4,10,02:00,UTC,0,,70,,-3.9,6.5
2019,4,10,03:00,UTC,0,,71,,-4.4,6.4
2019,4,10,04:00,UTC,0,,71,,-4.5,6
2019,4,10,05:00,UTC,0,,70,,-4.4,7
2019,4,10,06:00,UTC,2,,71,,-4.1,7.4
2019,4,10,07:00,UTC,3,,63,,-3.1,6.7
2019,4,10,08:00,UTC,0,,57,,-2.1,7.3
2019,4,10,09:00,UTC,0,,54,,-0.9,7.4
2019,4,10,10:00,UTC,0,,67,,-1.3,8.8
2019,4,10,11:00,UTC,0,,63,,-1.2,9.1
2019,4,10,12:00,UTC,0,,61,,-0.7,9.5
2019,4,10,13:00,UTC,0,,61,,0.2,9.3
2019,4,10,14:00,UTC,0,,61,,0,10.2
2019,4,10,15:00,UTC,0,,59,,0.1,9.5
2019,4,10,16:00,UTC,0,,58,,-0.2,8.4
2019,4,10,17:00,UTC,0,,61,,-0.7,7.4
2019,4,10,18:00,UTC,0,,66,,-1.4,6.3
2019,4,10,19:00,UTC,0,,65,,-1.7,5.1
2019,4,10,20:00,UTC,0,,65,,-2,4.6
2019,4,10,21:00,UTC,0,,67,,-2.8,4.3
2019,4,10,22:00,UTC,0,,67,,-3.2,3.6
2019,4,10,23:00,UTC,0,,68,,-3.6,3.3
2019,4,11,00:00,UTC,0,,72,,-4.6,2.4
2019,4,11,01:00,UTC,0,,72,,-5.1,2.2
2019,4,11,02:00,UTC,0,,71,,-4.9,3.2
2019,4,11,03:00,UTC,0,,75,,-5,2.8
2019,4,11,04:00,UTC,0,,76,,-4.9,2.6
2019,4,11,05:00,UTC,0,,68,,-3.7,3.4
2019,4,11,06:00,UTC,0,,66,,-2.1,3.7
2019,4,11,07:00,UTC,0,,58,,-1.3,4.5
2019,4,11,08:00,UTC,0,,52,,-0.6,6.1
2019,4,11,09:00,UTC,0,,47,,0,7.6
2019,4,11,10:00,UTC,0,,52,,0.3,6.4
2019,4,11,11:00,UTC,0,,52,,1.4,6.4
2019,4,11,12:00,UTC,0,,52,,1.1,7.2
2019,4,11,13:00,UTC,8,,50,,1,6.8
2019,4,11,14:00,UTC,8,,58,,0.7,4
2019,4,11,15:00,UTC,8,,58,,0.1,4.4
2019,4,11,16:00,UTC,8,,69,,-0.1,3.8
2019,4,11,17:00,UTC,8,,67,,-0.1,3.3
2019,4,11,18:00,UTC,8,,71,,-0.4,1.9
2019,4,11,19:00,UTC,8,,76,,-1,1.2
2019,4,11,20:00,UTC,8,,77,,-1,1.2
2019,4,11,21:00,UTC,8,,75,,-0.7,1
2019,4,11,22:00,UTC,8,,75,,-0.9,1.1
2019,4,11,23:00,UTC,8,,78,,-1.4,0.3
2019,4,12,00:00,UTC,0,,88,,-3.6,0.9
2019,4,12,01:00,UTC,0,,81,,-2.9,1.6
2019,4,12,02:00,UTC,0,,92,,-5.4,1.2
2019,4,12,03:00,UTC,0,,95,,-6.6,0.3
2019,4,12,04:00,UTC,0,,89,,-5.8,0.9
2019,4,12,05:00,UTC,0,,74,,-1.4,1.4
2019,4,12,06:00,UTC,0,,67,,0.2,1.7
2019,4,12,07:00,UTC,0,,54,,2.5,1.3
2019,4,12,08:00,UTC,0,,44,,4.2,2.2
2019,4,12,09:00,UTC,0,,39,,4.4,3.4
2019,4,12,10:00,UTC,0,,40,,4.9,3.8
2019,4,12,11:00,UTC,3,,42,,4.5,3.8
2019,4,12,12:00,UTC,1,,40,,4.9,4.5
2019,4,12,13:00,UTC,0,,43,,5,4.7
2019,4,12,14:00,UTC,0,,39,,4.9,4.5
2019,4,12,15:00,UTC,0,,48,,4.4,4.2
2019,4,12,16:00,UTC,0,,57,,2.9,4.6
2019,4,12,17:00,UTC,0,,59,,1.7,3.6
2019,4,12,18:00,UTC,0,,75,,-1.5,1.1
2019,4,12,19:00,UTC,0,,81,,-3.5,0.5
2019,4,12,20:00,UTC,0,,86,,-4.4,0.4
2019,4,12,21:00,UTC,0,,91,,-5.4,0.2
2019,4,12,22:00,UTC,0,,92,,-6.1,0.8
2019,4,12,23:00,UTC,0,,94,,-6.8,0.5
2019,4,13,00:00,UTC,0,,95,,-7.5,0.2
2019,4,13,01:00,UTC,0,,95,,-7.8,0.6
2019,4,13,02:00,UTC,0,,91,,-7.9,0.8
2019,4,13,03:00,UTC,5,,91,,-8.6,1.9
2019,4,13,04:00,UTC,0,,89,,-8,0.6
2019,4,13,05:00,UTC,0,,89,,-3.6,0.6
2019,4,13,06:00,UTC,0,,70,,1,0.6
2019,4,13,07:00,UTC,7,,57,,2.8,0.8
2019,4,13,08:00,UTC,7,,48,,4.8,0.5
2019,4,13,09:00,UTC,7,,37,,6.3,1.7
2019,4,13,10:00,UTC,8,,31,,6.1,4.7
2019,4,13,11:00,UTC,8,,29,,7.8,3.3
2019,4,13,12:00,UTC,3,,38,,6.3,3
2019,4,13,13:00,UTC,0,,39,,6,3.8
2019,4,13,14:00,UTC,0,,40,,5.4,4.4
2019,4,13,15:00,UTC,1,,42,,5.4,3.1
2019,4,13,16:00,UTC,0,,40,,4.6,3.4
2019,4,13,17:00,UTC,0,,44,,3.8,1.4
2019,4,13,18:00,UTC,0,,55,,0.2,1.6
2019,4,13,19:00,UTC,0,,71,,-2.8,0.5
2019,4,13,20:00,UTC,0,,75,,-3.8,0.4
2019,4,13,21:00,UTC,0,,79,,-4.7,0.7
2019,4,13,22:00,UTC,6,,78,,-4.5,0.6
2019,4,13,23:00,UTC,8,,75,,-3.2,1
2019,4,14,00:00,UTC,7,,81,,-3.3,0.7
2019,4,14,01:00,UTC,7,,81,,-3.1,1.4
2019,4,14,02:00,UTC,8,,77,,-2.6,1.1
2019,4,14,03:00,UTC,8,,83,,-2.6,0.7
2019,4,14,04:00,UTC,8,,79,,-1.7,1.4
2019,4,14,05:00,UTC,8,,71,,-0.5,1.3
2019,4,14,06:00,UTC,8,,60,,2.1,1.5
2019,4,14,07:00,UTC,8,,47,,4,1.7
2019,4,14,08:00,UTC,8,,46,,4.4,2.4
2019,4,14,09:00,UTC,8,,41,,4.9,2.7
2019,4,14,10:00,UTC,1,,35,,6,3.7
2019,4,14,11:00,UTC,0,,35,,7.2,3.5
2019,4,14,12:00,UTC,0,,34,,6.8,3.9
2019,4,14,13:00,UTC,0,,38,,6.5,3.2
2019,4,14,14:00,UTC,0,,39,,6.8,2.9
2019,4,14,15:00,UTC,0,,40,,6.3,3
2019,4,14,16:00,UTC,0,,40,,5.9,2.3
2019,4,14,17:00,UTC,0,,52,,4,1.9
2019,4,14,18:00,UTC,0,,68,,0.5,2.3
2019,4,14,19:00,UTC,0,,75,,-1.2,1
2019,4,14,20:00,UTC,0,,86,,-3.2,0.4
2019,4,14,21:00,UTC,0,,90,,-4.1,0.4
2019,4,14,22:00,UTC,0,,88,,-4.4,1.7
2019,4,14,23:00,UTC,0,,93,,-5.1,0.4
2019,4,15,00:00,UTC,0,,92,,-5.7,1.2
2019,4,15,01:00,UTC,0,,92,,-5.9,0.9
2019,4,15,02:00,UTC,0,,92,,-6.3,0.5
2019,4,15,03:00,UTC,0,,94,,-7.4,0.5
2019,4,15,04:00,UTC,0,,90,,-6.9,0.8
2019,4,15,05:00,UTC,0,,87,,-2.5,1.1
2019,4,15,06:00,UTC,0,,63,,1.3,0.8
2019,4,15,07:00,UTC,0,,56,,3.3,1.3
2019,4,15,08:00,UTC,0,,46,,4.7,2.7
2019,4,15,09:00,UTC,0,,40,,5.9,2.1
2019,4,15,10:00,UTC,0,,38,,7.1,2.9
2019,4,15,11:00,UTC,0,,37,,7.5,2.9
2019,4,15,12:00,UTC,0,,37,,7.6,3.5
2019,4,15,13:00,UTC,0,,37,,7.9,3.3
2019,4,15,14:00,UTC,0,,37,,7.9,2.7
2019,4,15,15:00,UTC,0,,37,,7.9,2.7
2019,4,15,16:00,UTC,0,,38,,7.7,1.9
2019,4,15,17:00,UTC,0,,41,,6.8,2
2019,4,15,18:00,UTC,0,,48,,4.3,1.7
2019,4,15,19:00,UTC,0,,65,,-0.2,1.1
2019,4,15,20:00,UTC,0,,82,,-2.4,0.8
2019,4,15,21:00,UTC,0,,81,,-3.1,0.4
2019,4,15,22:00,UTC,0,,85,,-3.6,0.6
2019,4,15,23:00,UTC,0,,88,,-4.4,0.6
2019,4,16,00:00,UTC,0,,85,,-4.1,0.7
2019,4,16,01:00,UTC,0,,91,,-5.3,0.4
2019,4,16,02:00,UTC,0,,91,,-5.4,0.6
2019,4,16,03:00,UTC,0,,94,,-5.7,0.7
2019,4,16,04:00,UTC,0,,87,,-4.1,0.4
2019,4,16,05:00,UTC,0,,79,,-0.7,0.6
2019,4,16,06:00,UTC,0,,55,,4,1.1
2019,4,16,07:00,UTC,0,,45,,6.7,0.6
2019,4,16,08:00,UTC,0,,38,,8.4,0.7
2019,4,16,09:00,UTC,0,,37,,9.1,1.6
2019,4,16,10:00,UTC,0,,33,,10.2,1.2
2019,4,16,11:00,UTC,0,,33,,11.2,0.9
2019,4,16,12:00,UTC,0,,36,,10.1,3.7
2019,4,16,13:00,UTC,0,,36,,10.6,3.4
2019,4,16,14:00,UTC,0,,36,,10.1,3.2
2019,4,16,15:00,UTC,0,,37,,9.6,3.4
2019,4,16,16:00,UTC,0,,37,,9.6,1.8
2019,4,16,17:00,UTC,0,,40,,8.3,2.5
2019,4,16,18:00,UTC,0,,48,,5.3,1.5
2019,4,16,19:00,UTC,0,,60,,2,1.3
2019,4,16,20:00,UTC,0,,69,,-0.2,0.9
2019,4,16,21:00,UTC,0,,74,,-1.2,0.6
2019,4,16,22:00,UTC,0,,81,,-2.5,0.5
2019,4,16,23:00,UTC,0,,81,,-2.9,0.7
2019,4,17,00:00,UTC,0,,83,,-3.7,0.4
2019,4,17,01:00,UTC,0,,86,,-4.2,0.3
2019,4,17,02:00,UTC,0,,87,,-4.5,1.1
2019,4,17,03:00,UTC,0,,90,,-4.8,1.4
2019,4,17,04:00,UTC,0,,79,,-1.9,2.2
2019,4,17,05:00,UTC,0,,66,,1.5,1.9
2019,4,17,06:00,UTC,0,,53,,5.1,1.9
2019,4,17,07:00,UTC,0,,42,,7.3,2.8
2019,4,17,08:00,UTC,0,,39,,8.7,3.4
2019,4,17,09:00,UTC,0,,35,,10.4,2.6
2019,4,17,10:00,UTC,0,,34,,11.1,3.4
2019,4,17,11:00,UTC,0,,33,,11.5,3.6
2019,4,17,12:00,UTC,0,,35,,10.8,3.6
2019,4,17,13:00,UTC,0,,38,,10.6,4
2019,4,17,14:00,UTC,0,,40,,10.9,2.7
2019,4,17,15:00,UTC,0,,40,,10.8,2.7
2019,4,17,16:00,UTC,0,,48,,9.5,2.3
2019,4,17,17:00,UTC,0,,55,,6.8,1.8
2019,4,17,18:00,UTC,0,,68,,4.1,1.3
2019,4,17,19:00,UTC,0,,87,,0,1.4
2019,4,17,20:00,UTC,0,,93,,-1.7,1.2
2019,4,17,21:00,UTC,0,,96,,-2.8,1.7
2019,4,17,22:00,UTC,0,,98,,-3,0.2
2019,4,17,23:00,UTC,0,,97,,-3.9,0.4
2019,4,18,00:00,UTC,0,,99,,-4.3,0.4
2019,4,18,01:00,UTC,0,,94,,-4.9,0.5
2019,4,18,02:00,UTC,0,,96,,-5.3,0.5
2019,4,18,03:00,UTC,0,,93,,-5.6,0.7
2019,4,18,04:00,UTC,0,,92,,-4.6,0.4
2019,4,18,05:00,UTC,0,,91,,-1.1,0.2
2019,4,18,06:00,UTC,0,,72,,3.3,0.7
2019,4,18,07:00,UTC,0,,50,,7.3,1.6
2019,4,18,08:00,UTC,0,,34,,10,2.3
2019,4,18,09:00,UTC,0,,28,,12.1,2.3
2019,4,18,10:00,UTC,0,,33,,13.2,2.4
2019,4,18,11:00,UTC,0,,33,,14,3.2
2019,4,18,12:00,UTC,0,,35,,13.6,3.6
2019,4,18,13:00,UTC,0,,33,,14.4,3.8
2019,4,18,14:00,UTC,0,,34,,14.7,2.8
2019,4,18,15:00,UTC,0,,36,,13.6,2.8
2019,4,18,16:00,UTC,0,,39,,12.3,3.5
2019,4,18,17:00,UTC,0,,40,,11.3,3.1
2019,4,18,18:00,UTC,0,,46,,8.9,2.2
2019,4,18,19:00,UTC,5,,52,,6.7,2.9
2019,4,18,20:00,UTC,1,,60,,4.6,2.1
2019,4,18,21:00,UTC,0,,63,,3.5,2.1
2019,4,18,22:00,UTC,0,,64,,3.4,2
2019,4,18,23:00,UTC,7,,61,,3.6,1.7
2019,4,19,00:00,UTC,7,,64,,2.7,1.8
2019,4,19,01:00,UTC,0,,68,,1.7,1.8
2019,4,19,02:00,UTC,0,,70,,1.8,2.2
2019,4,19,03:00,UTC,3,,64,,2.9,2.2
2019,4,19,04:00,UTC,6,,62,,4,1.9
2019,4,19,05:00,UTC,5,,60,,5,1.6
2019,4,19,06:00,UTC,2,,50,,7.6,2.6
2019,4,19,07:00,UTC,4,,41,,10.1,2.7
2019,4,19,08:00,UTC,8,,46,,8.9,3.9
2019,4,19,09:00,UTC,8,,49,,9.5,3.6
2019,4,19,10:00,UTC,8,,52,,9.6,4
2019,4,19,11:00,UTC,7,,50,,10,4.2
2019,4,19,12:00,UTC,8,,50,,9.8,3.7
2019,4,19,13:00,UTC,3,,50,,9.6,3
2019,4,19,14:00,UTC,0,,51,,10.3,4
2019,4,19,15:00,UTC,0,,51,,10.3,3
2019,4,19,16:00,UTC,4,,55,,9.2,2.6
2019,4,19,17:00,UTC,2,,59,,8,1.2
2019,4,19,18:00,UTC,7,,64,,6.9,1.2
2019,4,19,19:00,UTC,8,,70,,5.7,1.3
2019,4,19,20:00,UTC,7,,79,,3.9,1
2019,4,19,21:00,UTC,8,,77,,4,1
2019,4,19,22:00,UTC,8,,75,,4.2,1.7
2019,4,19,23:00,UTC,8,,75,,4.4,1.6
2019,4,20,00:00,UTC,8,,76,,4,1.4
2019,4,20,01:00,UTC,8,,75,,4.6,1.7
2019,4,20,02:00,UTC,8,,78,,4.5,1.2
2019,4,20,03:00,UTC,7,,80,,4.2,0.6
2019,4,20,04:00,UTC,8,,80,,4.6,0.9
2019,4,20,05:00,UTC,8,,78,,5.5,1.9
2019,4,20,06:00,UTC,8,,76,,6.3,1
2019,4,20,07:00,UTC,7,,72,,7.6,1
2019,4,20,08:00,UTC,5,,64,,10,1.7
2019,4,20,09:00,UTC,2,,54,,12,2
2019,4,20,10:00,UTC,0,,50,,13.4,1.8
2019,4,20,11:00,UTC,0,,47,,14.7,1.9
2019,4,20,12:00,UTC,0,,43,,15.1,2.1
2019,4,20,13:00,UTC,0,,46,,14.4,4
2019,4,20,14:00,UTC,0,,44,,14.1,3.5
2019,4,20,15:00,UTC,0,,42,,13,3.6
2019,4,20,16:00,UTC,0,,43,,12.6,2.7
2019,4,20,17:00,UTC,0,,48,,11.3,1.4
2019,4,20,18:00,UTC,0,,60,,8.4,0.8
