Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Sademäärä (mm),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Ilman lämpötila (degC),Tuulen nopeus (m/s)
2019,4,4,23:00,UTC,7,,84,,0,1.8
2019,4,5,00:00,UTC,7,,86,,-0.3,0.5
2019,4,5,01:00,UTC,8,,86,,0.5,1.2
2019,4,5,02:00,UTC,6,,87,,0.1,1.4
2019,4,5,03:00,UTC,8,,87,,0.6,1.3
2019,4,5,04:00,UTC,7,,87,,0.5,1.5
2019,4,5,05:00,UTC,6,,87,,0.8,1.4
2019,4,5,06:00,UTC,7,,78,,3.4,1.3
2019,4,5,07:00,UTC,8,,61,,6.5,5.9
2019,4,5,08:00,UTC,8,,64,,6.2,5.6
2019,4,5,09:00,UTC,7,,68,,6.8,2.8
2019,4,5,10:00,UTC,8,,65,,6.7,1.2
2019,4,5,11:00,UTC,8,,71,,6.9,2.8
2019,4,5,12:00,UTC,8,,74,,5.9,3.9
2019,4,5,13:00,UTC,8,,75,,5.7,5
2019,4,5,14:00,UTC,7,,75,,5.6,4.6
2019,4,5,15:00,UTC,7,,74,,5.7,3.2
2019,4,5,16:00,UTC,1,,75,,5.5,5.1
2019,4,5,17:00,UTC,7,,78,,4.9,3.5
2019,4,5,18:00,UTC,7,,79,,4.6,4.1
2019,4,5,19:00,UTC,5,,77,,4.7,4
2019,4,5,20:00,UTC,7,,81,,4.1,3.4
2019,4,5,21:00,UTC,6,,80,,3.3,1.1
2019,4,5,22:00,UTC,2,,74,,3.4,1.2
2019,4,5,23:00,UTC,6,,73,,3.3,2
2019,4,6,00:00,UTC,7,,70,,3.5,2.8
2019,4,6,01:00,UTC,4,,67,,3.8,2.9
2019,4,6,02:00,UTC,6,,60,,5.7,3.1
2019,4,6,03:00,UTC,0,,62,,5.5,4.6
2019,4,6,04:00,UTC,5,,56,,6.1,3.9
2019,4,6,05:00,UTC,0,,54,,6.6,4
2019,4,6,06:00,UTC,0,,53,,7.3,4.9
2019,4,6,07:00,UTC,0,,46,,8.6,5
2019,4,6,08:00,UTC,2,,41,,9.7,5.7
2019,4,6,09:00,UTC,1,,39,,10.3,5.2
2019,4,6,10:00,UTC,0,,42,,9.9,4.8
2019,4,6,11:00,UTC,0,,41,,9.8,5.6
2019,4,6,12:00,UTC,1,,48,,8.4,5.2
2019,4,6,13:00,UTC,5,,44,,9,5.7
2019,4,6,14:00,UTC,0,,43,,9.1,6.8
2019,4,6,15:00,UTC,0,,44,,9,6.2
2019,4,6,16:00,UTC,0,,48,,7.9,5.6
2019,4,6,17:00,UTC,4,,51,,6.9,5.2
2019,4,6,18:00,UTC,7,,59,,6,4.2
2019,4,6,19:00,UTC,7,,56,,5.9,2.7
2019,4,6,20:00,UTC,0,,56,,5.8,3.1
2019,4,6,21:00,UTC,7,,59,,5.6,1.7
2019,4,6,22:00,UTC,7,,62,,5.6,3.3
2019,4,6,23:00,UTC,8,,61,,5.8,4.4
2019,4,7,00:00,UTC,8,,59,,5.9,3
2019,4,7,01:00,UTC,6,,59,,5.8,1.9
2019,4,7,02:00,UTC,8,,68,,5,3.8
2019,4,7,03:00,UTC,6,,79,,3.8,3.1
2019,4,7,04:00,UTC,7,,79,,4,2.8
2019,4,7,05:00,UTC,8,,85,,3.8,3.6
2019,4,7,06:00,UTC,8,,87,,3.8,2.5
2019,4,7,07:00,UTC,8,,88,,3.5,2.9
2019,4,7,08:00,UTC,8,,89,,3.7,1.2
2019,4,7,09:00,UTC,8,,92,,3.5,1.3
2019,4,7,10:00,UTC,8,,92,,2.1,3.9
2019,4,7,11:00,UTC,8,,91,,1.9,3.3
2019,4,7,12:00,UTC,7,,84,,4.2,5
2019,4,7,13:00,UTC,6,,74,,4.8,5.6
2019,4,7,14:00,UTC,7,,78,,4,5.8
2019,4,7,15:00,UTC,8,,81,,3.3,5.4
2019,4,7,16:00,UTC,8,,91,,1.8,5.1
2019,4,7,17:00,UTC,8,,90,,1.6,6.2
2019,4,7,18:00,UTC,8,,88,,1.7,5.9
2019,4,7,19:00,UTC,8,,87,,1.6,6
2019,4,7,20:00,UTC,8,,92,,1.4,5.1
2019,4,7,21:00,UTC,8,,94,,1.6,4.7
2019,4,7,22:00,UTC,8,,95,,1.1,5.5
2019,4,7,23:00,UTC,8,,95,,1.3,3
2019,4,8,00:00,UTC,8,,91,,1.6,4.9
2019,4,8,01:00,UTC,8,,93,,1.5,6.5
2019,4,8,02:00,UTC,8,,93,,1.2,6.6
2019,4,8,03:00,UTC,8,,91,,1.3,8
2019,4,8,04:00,UTC,8,,94,,0.6,7.7
2019,4,8,05:00,UTC,8,,94,,0.4,7.3
2019,4,8,06:00,UTC,8,,95,,0.1,7.8
2019,4,8,07:00,UTC,8,,93,,0.3,9
2019,4,8,08:00,UTC,8,,89,,0.6,8.4
2019,4,8,09:00,UTC,8,,92,,0.2,8.4
2019,4,8,10:00,UTC,8,,90,,0.2,10.9
2019,4,8,11:00,UTC,8,,91,,-0.2,11.5
2019,4,8,12:00,UTC,8,,89,,-0.1,10.3
2019,4,8,13:00,UTC,8,,90,,-0.3,10.3
2019,4,8,14:00,UTC,8,,89,,-0.3,10.6
2019,4,8,15:00,UTC,8,,89,,-0.3,9.3
2019,4,8,16:00,UTC,8,,85,,-0.2,10.4
2019,4,8,17:00,UTC,8,,88,,-0.2,8.8
2019,4,8,18:00,UTC,8,,88,,-0.3,9.3
2019,4,8,19:00,UTC,8,,90,,-0.2,8.6
2019,4,8,20:00,UTC,8,,89,,0,8.5
2019,4,8,21:00,UTC,8,,90,,0,8.2
2019,4,8,22:00,UTC,8,,88,,0.1,7.7
2019,4,8,23:00,UTC,8,,92,,-0.1,8.6
2019,4,9,00:00,UTC,8,,90,,0.2,8.7
2019,4,9,01:00,UTC,8,,91,,0,7.8
2019,4,9,02:00,UTC,8,,91,,0,8.8
2019,4,9,03:00,UTC,8,,91,,0,8.4
2019,4,9,04:00,UTC,8,,89,,0,8.4
2019,4,9,05:00,UTC,8,,90,,0,8.3
2019,4,9,06:00,UTC,8,,88,,0,9.9
2019,4,9,07:00,UTC,8,,89,,0,7.8
2019,4,9,08:00,UTC,8,,83,,0.1,9.6
2019,4,9,09:00,UTC,8,,81,,0.2,8.3
2019,4,9,10:00,UTC,8,,81,,0.3,8.1
2019,4,9,11:00,UTC,8,,82,,0.2,8.4
2019,4,9,12:00,UTC,8,,81,,0.2,6.9
2019,4,9,13:00,UTC,8,,82,,0.3,7.5
2019,4,9,14:00,UTC,8,,82,,0.5,7.1
2019,4,9,15:00,UTC,8,,82,,0.5,6.4
2019,4,9,16:00,UTC,8,,79,,0.5,6.2
2019,4,9,17:00,UTC,8,,78,,0.5,6.9
2019,4,9,18:00,UTC,8,,78,,0.5,5.8
2019,4,9,19:00,UTC,8,,77,,0.5,6.1
2019,4,9,20:00,UTC,8,,76,,0.4,5.9
2019,4,9,21:00,UTC,8,,76,,0.2,7
2019,4,9,22:00,UTC,8,,76,,0.1,6.4
2019,4,9,23:00,UTC,8,,75,,0.1,6.5
2019,4,10,00:00,UTC,8,,73,,0,5.8
2019,4,10,01:00,UTC,8,,71,,-0.4,6
2019,4,10,02:00,UTC,8,,71,,-0.4,5.2
2019,4,10,03:00,UTC,8,,69,,-0.8,6.4
2019,4,10,04:00,UTC,8,,72,,-0.7,5.5
2019,4,10,05:00,UTC,8,,71,,-0.7,6.9
2019,4,10,06:00,UTC,8,,71,,-0.8,6.9
2019,4,10,07:00,UTC,8,,73,,-0.8,6.6
2019,4,10,08:00,UTC,8,,71,,-0.7,7
2019,4,10,09:00,UTC,7,,67,,-0.4,7.1
2019,4,10,10:00,UTC,7,,69,,-0.3,7.9
2019,4,10,11:00,UTC,8,,67,,-0.2,7.9
2019,4,10,12:00,UTC,8,,67,,-0.2,8.1
2019,4,10,13:00,UTC,8,,69,,-0.3,8.3
2019,4,10,14:00,UTC,8,,71,,-0.6,7.4
2019,4,10,15:00,UTC,8,,69,,-0.6,5.4
2019,4,10,16:00,UTC,8,,70,,-0.3,4.4
2019,4,10,17:00,UTC,8,,71,,-0.2,2.8
2019,4,10,18:00,UTC,8,,71,,0,2.9
2019,4,10,19:00,UTC,8,,71,,-0.1,3
2019,4,10,20:00,UTC,8,,68,,-0.2,4.3
2019,4,10,21:00,UTC,4,,72,,-1.1,0.7
2019,4,10,22:00,UTC,5,,85,,-3.5,1.6
2019,4,10,23:00,UTC,5,,91,,-4.4,1
2019,4,11,00:00,UTC,0,,91,,-5.1,0.2
2019,4,11,01:00,UTC,2,,95,,-5,1.1
2019,4,11,02:00,UTC,8,,91,,-4,0.8
2019,4,11,03:00,UTC,8,,81,,-0.8,2.5
2019,4,11,04:00,UTC,8,,79,,-0.6,2.6
2019,4,11,05:00,UTC,7,,78,,-0.5,2.7
2019,4,11,06:00,UTC,2,,73,,0.4,3.5
2019,4,11,07:00,UTC,6,,64,,1,4.7
2019,4,11,08:00,UTC,7,,58,,1.6,5.2
2019,4,11,09:00,UTC,7,,55,,1.6,5
2019,4,11,10:00,UTC,7,,57,,1.5,4.6
2019,4,11,11:00,UTC,6,,51,,2.1,5.7
2019,4,11,12:00,UTC,6,,57,,1.6,5.4
2019,4,11,13:00,UTC,5,,56,,1.6,5
2019,4,11,14:00,UTC,4,,56,,1.6,4.9
2019,4,11,15:00,UTC,3,,58,,1.3,6
2019,4,11,16:00,UTC,0,,60,,0.2,4.8
2019,4,11,17:00,UTC,0,,64,,-0.2,4.3
2019,4,11,18:00,UTC,0,,68,,-0.9,2.8
2019,4,11,19:00,UTC,0,,72,,-1.6,1.8
2019,4,11,20:00,UTC,0,,75,,-2.3,1.2
2019,4,11,21:00,UTC,0,,85,,-4.2,0.6
2019,4,11,22:00,UTC,4,,87,,-4.9,0.9
2019,4,11,23:00,UTC,1,,89,,-5.6,0.8
2019,4,12,00:00,UTC,0,,92,,-5.9,0.3
2019,4,12,01:00,UTC,0,,91,,-6.4,1
2019,4,12,02:00,UTC,0,,90,,-7.2,1
2019,4,12,03:00,UTC,0,,91,,-7,1
2019,4,12,04:00,UTC,0,,90,,-7.1,1.2
2019,4,12,05:00,UTC,0,,89,,-3.9,0.7
2019,4,12,06:00,UTC,0,,86,,-0.1,1.7
2019,4,12,07:00,UTC,0,,77,,1.5,3.3
2019,4,12,08:00,UTC,0,,58,,3.1,3.5
2019,4,12,09:00,UTC,2,,45,,3.2,4
2019,4,12,10:00,UTC,6,,48,,3.4,3.6
2019,4,12,11:00,UTC,0,,46,,3.4,3.6
2019,4,12,12:00,UTC,5,,52,,3.9,4
2019,4,12,13:00,UTC,5,,49,,3.7,2.9
2019,4,12,14:00,UTC,3,,51,,3.1,3.6
2019,4,12,15:00,UTC,4,,51,,3.4,3.5
2019,4,12,16:00,UTC,1,,53,,3.1,4.6
2019,4,12,17:00,UTC,0,,58,,2.5,3.1
2019,4,12,18:00,UTC,0,,68,,1,1.9
2019,4,12,19:00,UTC,0,,76,,-0.3,1.9
2019,4,12,20:00,UTC,0,,77,,-0.7,2.2
2019,4,12,21:00,UTC,0,,77,,-1.2,2.4
2019,4,12,22:00,UTC,0,,75,,-1.1,2.3
2019,4,12,23:00,UTC,0,,81,,-2.3,2.4
2019,4,13,00:00,UTC,0,,84,,-3.1,2.5
2019,4,13,01:00,UTC,0,,87,,-2.7,2
2019,4,13,02:00,UTC,0,,90,,-3.6,1.8
2019,4,13,03:00,UTC,0,,93,,-2.6,2.1
2019,4,13,04:00,UTC,7,,92,,-2.9,1.8
2019,4,13,05:00,UTC,8,,92,,-1,1.4
2019,4,13,06:00,UTC,8,,91,,0.6,0.7
2019,4,13,07:00,UTC,8,,86,,1.7,2.2
2019,4,13,08:00,UTC,8,,73,,2.9,1.8
2019,4,13,09:00,UTC,8,,60,,4.1,2.6
2019,4,13,10:00,UTC,8,,47,,4.9,2.2
2019,4,13,11:00,UTC,8,,45,,5.4,2.6
2019,4,13,12:00,UTC,7,,48,,5.2,2.8
2019,4,13,13:00,UTC,7,,41,,5.2,2.9
2019,4,13,14:00,UTC,4,,35,,5.9,2.2
2019,4,13,15:00,UTC,7,,46,,5.9,3.1
2019,4,13,16:00,UTC,8,,48,,4.9,3.9
2019,4,13,17:00,UTC,8,,54,,3.5,3.3
2019,4,13,18:00,UTC,8,,59,,2.3,2.6
2019,4,13,19:00,UTC,8,,65,,1.7,2.2
2019,4,13,20:00,UTC,7,,70,,1.6,2.6
2019,4,13,21:00,UTC,7,,74,,1.3,2.1
2019,4,13,22:00,UTC,7,,77,,0.9,1.3
2019,4,13,23:00,UTC,7,,81,,0.6,2.7
2019,4,14,00:00,UTC,8,,82,,0.6,2.4
2019,4,14,01:00,UTC,8,,84,,0,1.1
2019,4,14,02:00,UTC,8,,82,,0.5,1.2
2019,4,14,03:00,UTC,8,,84,,0.2,1.2
2019,4,14,04:00,UTC,8,,79,,0.8,1.6
2019,4,14,05:00,UTC,8,,74,,1.7,1.7
2019,4,14,06:00,UTC,8,,70,,2.8,2
2019,4,14,07:00,UTC,8,,62,,4.3,2.3
2019,4,14,08:00,UTC,8,,53,,5.4,1.7
2019,4,14,09:00,UTC,8,,42,,6.2,2.9
2019,4,14,10:00,UTC,8,,40,,5.9,3.1
2019,4,14,11:00,UTC,8,,41,,6.5,2.6
2019,4,14,12:00,UTC,8,,40,,6.4,3.1
2019,4,14,13:00,UTC,8,,38,,7,2.4
2019,4,14,14:00,UTC,7,,39,,6.5,3.3
2019,4,14,15:00,UTC,2,,37,,6.8,4.3
2019,4,14,16:00,UTC,0,,41,,5.8,4.7
2019,4,14,17:00,UTC,0,,40,,5.1,2.5
2019,4,14,18:00,UTC,0,,49,,3.2,2.3
2019,4,14,19:00,UTC,0,,61,,0.9,0.8
2019,4,14,20:00,UTC,0,,66,,0.2,1.3
2019,4,14,21:00,UTC,0,,72,,-0.8,1.8
2019,4,14,22:00,UTC,0,,69,,-0.8,1.7
2019,4,14,23:00,UTC,0,,82,,-2.9,0.9
2019,4,15,00:00,UTC,0,,87,,-4,1.4
2019,4,15,01:00,UTC,0,,82,,-4.9,1.4
2019,4,15,02:00,UTC,0,,88,,-4.7,1.3
2019,4,15,03:00,UTC,0,,90,,-4.6,1.3
2019,4,15,04:00,UTC,0,,84,,-3,1.6
2019,4,15,05:00,UTC,0,,73,,0.6,2.5
2019,4,15,06:00,UTC,0,,56,,3.2,2.4
2019,4,15,07:00,UTC,0,,47,,4.9,3.1
2019,4,15,08:00,UTC,0,,41,,6.4,3.6
2019,4,15,09:00,UTC,0,,41,,7.4,3.4
2019,4,15,10:00,UTC,0,,37,,8,3.7
2019,4,15,11:00,UTC,0,,37,,8.1,4.2
2019,4,15,12:00,UTC,0,,36,,7.8,4.8
2019,4,15,13:00,UTC,0,,39,,8.5,4.9
2019,4,15,14:00,UTC,0,,37,,8.1,4.3
2019,4,15,15:00,UTC,0,,38,,7.5,5.2
2019,4,15,16:00,UTC,0,,38,,6.7,4.7
2019,4,15,17:00,UTC,0,,47,,4.8,3.5
2019,4,15,18:00,UTC,0,,51,,3.6,1.6
2019,4,15,19:00,UTC,0,,57,,2.2,2.3
2019,4,15,20:00,UTC,0,,65,,1.1,2.2
2019,4,15,21:00,UTC,0,,71,,0.4,2.5
2019,4,15,22:00,UTC,0,,72,,0.6,2.5
2019,4,15,23:00,UTC,0,,75,,0.3,3.5
2019,4,16,00:00,UTC,0,,74,,0.6,1.8
2019,4,16,01:00,UTC,0,,74,,0.7,1.9
2019,4,16,02:00,UTC,0,,79,,-0.1,1.6
2019,4,16,03:00,UTC,0,,83,,-2.4,2
2019,4,16,04:00,UTC,0,,81,,0,1.5
2019,4,16,05:00,UTC,0,,74,,2.6,1.3
2019,4,16,06:00,UTC,0,,60,,6.1,1.3
2019,4,16,07:00,UTC,0,,43,,8.6,1.4
2019,4,16,08:00,UTC,0,,37,,9.9,2.9
2019,4,16,09:00,UTC,0,,35,,10.7,3.4
2019,4,16,10:00,UTC,0,,36,,11.7,3.6
2019,4,16,11:00,UTC,0,,40,,10,3.1
2019,4,16,12:00,UTC,0,,38,,10.4,3.9
2019,4,16,13:00,UTC,0,,37,,10.7,2.2
2019,4,16,14:00,UTC,0,,35,,10.8,2.7
2019,4,16,15:00,UTC,0,,36,,11.1,1.8
2019,4,16,16:00,UTC,0,,37,,11.4,1.3
2019,4,16,17:00,UTC,0,,43,,10.1,1.5
2019,4,16,18:00,UTC,0,,46,,7,2.8
2019,4,16,19:00,UTC,0,,58,,3.8,1.5
2019,4,16,20:00,UTC,0,,70,,1.6,1.9
2019,4,16,21:00,UTC,0,,73,,0.9,1.7
2019,4,16,22:00,UTC,0,,76,,-0.2,1.6
2019,4,16,23:00,UTC,0,,80,,-0.7,1.4
2019,4,17,00:00,UTC,0,,85,,-1.7,2.2
2019,4,17,01:00,UTC,0,,84,,-1.5,1.8
2019,4,17,02:00,UTC,0,,89,,-1.5,1.1
2019,4,17,03:00,UTC,0,,88,,-1.8,1.3
2019,4,17,04:00,UTC,0,,89,,-2.1,1.7
2019,4,17,05:00,UTC,0,,78,,2.8,2.6
2019,4,17,06:00,UTC,0,,67,,5.6,3.3
2019,4,17,07:00,UTC,0,,58,,8,3
2019,4,17,08:00,UTC,0,,49,,10.6,2
2019,4,17,09:00,UTC,0,,45,,11.4,1.2
2019,4,17,10:00,UTC,0,,43,,11.3,3.5
2019,4,17,11:00,UTC,0,,42,,11,4.1
2019,4,17,12:00,UTC,0,,43,,11.2,3.7
2019,4,17,13:00,UTC,0,,40,,13,3.1
2019,4,17,14:00,UTC,0,,39,,12.2,3.1
2019,4,17,15:00,UTC,0,,37,,11.4,2.8
2019,4,17,16:00,UTC,0,,41,,11.1,2.5
2019,4,17,17:00,UTC,0,,43,,9.6,1.7
2019,4,17,18:00,UTC,0,,51,,7.1,0.6
2019,4,17,19:00,UTC,0,,67,,2.9,1.2
2019,4,17,20:00,UTC,0,,65,,1.7,1.4
2019,4,17,21:00,UTC,0,,75,,-0.2,1.3
2019,4,17,22:00,UTC,0,,83,,-0.8,1
2019,4,17,23:00,UTC,0,,86,,-2,1.3
2019,4,18,00:00,UTC,0,,87,,-2.5,1.1
2019,4,18,01:00,UTC,0,,88,,-2.7,0.5
2019,4,18,02:00,UTC,0,,90,,-3.1,0.4
2019,4,18,03:00,UTC,0,,89,,-3.7,0.7
2019,4,18,04:00,UTC,0,,84,,-3.5,1.1
2019,4,18,05:00,UTC,0,,74,,1.8,0.4
2019,4,18,06:00,UTC,0,,56,,7.6,0.4
2019,4,18,07:00,UTC,0,,43,,9.9,1.5
2019,4,18,08:00,UTC,0,,38,,11.7,1.3
2019,4,18,09:00,UTC,0,,42,,11.9,2.8
2019,4,18,10:00,UTC,0,,47,,12.2,2.8
2019,4,18,11:00,UTC,0,,42,,13.5,2.8
2019,4,18,12:00,UTC,0,,31,,15.8,2.8
2019,4,18,13:00,UTC,0,,32,,16.5,3
2019,4,18,14:00,UTC,0,,34,,16.3,3.7
2019,4,18,15:00,UTC,0,,33,,16,3.3
2019,4,18,16:00,UTC,0,,35,,13.7,4.4
2019,4,18,17:00,UTC,0,,41,,12.6,2.6
2019,4,18,18:00,UTC,0,,50,,9.8,1.7
2019,4,18,19:00,UTC,0,,66,,5.3,1.1
2019,4,18,20:00,UTC,0,,72,,4,0.5
2019,4,18,21:00,UTC,0,,82,,2.3,0.6
2019,4,18,22:00,UTC,0,,86,,1.4,0.6
2019,4,18,23:00,UTC,0,,88,,1.1,0.7
2019,4,19,00:00,UTC,0,,87,,0.2,0.9
2019,4,19,01:00,UTC,0,,88,,-0.2,0.9
2019,4,19,02:00,UTC,0,,89,,-0.3,0.3
2019,4,19,03:00,UTC,0,,88,,-1.1,0.6
2019,4,19,04:00,UTC,0,,90,,-0.7,0.6
2019,4,19,05:00,UTC,0,,82,,3.3,0.3
2019,4,19,06:00,UTC,0,,68,,9.3,0.8
2019,4,19,07:00,UTC,0,,51,,11.9,1.2
2019,4,19,08:00,UTC,0,,48,,12.1,3.5
2019,4,19,09:00,UTC,0,,43,,12.9,4
2019,4,19,10:00,UTC,0,,40,,13.4,3.4
2019,4,19,11:00,UTC,3,,37,,14.7,2.4
2019,4,19,12:00,UTC,4,,33,,15.5,3
2019,4,19,13:00,UTC,1,,29,,15.7,5
2019,4,19,14:00,UTC,2,,24,,14.9,4.2
2019,4,19,15:00,UTC,3,,27,,13.7,5
2019,4,19,16:00,UTC,0,,26,,13.4,2.9
2019,4,19,17:00,UTC,0,,28,,12.7,3.1
2019,4,19,18:00,UTC,0,,32,,10.4,2.3
2019,4,19,19:00,UTC,0,,53,,5.5,1.3
2019,4,19,20:00,UTC,0,,57,,4,2
2019,4,19,21:00,UTC,0,,53,,4.1,2.2
2019,4,19,22:00,UTC,0,,56,,3.4,1.6
2019,4,19,23:00,UTC,0,,59,,3,1.5
2019,4,20,00:00,UTC,0,,64,,2.6,1.6
2019,4,20,01:00,UTC,0,,74,,1.2,1.1
2019,4,20,02:00,UTC,4,,76,,0.9,1.5
2019,4,20,03:00,UTC,5,,81,,0.6,0.5
2019,4,20,04:00,UTC,7,,82,,1,1.2
2019,4,20,05:00,UTC,5,,76,,5.4,1.5
2019,4,20,06:00,UTC,3,,64,,7.7,2.7
2019,4,20,07:00,UTC,7,,55,,9.7,3.3
2019,4,20,08:00,UTC,7,,45,,11.8,4.1
2019,4,20,09:00,UTC,6,,42,,12.8,3.4
2019,4,20,10:00,UTC,8,,40,,13.2,4.1
2019,4,20,11:00,UTC,8,,38,,13.9,3.4
2019,4,20,12:00,UTC,4,,35,,14.8,3.5
2019,4,20,13:00,UTC,0,,32,,15.1,4.3
2019,4,20,14:00,UTC,0,,32,,15.3,4.1
2019,4,20,15:00,UTC,0,,31,,15.1,4.1
2019,4,20,16:00,UTC,0,,33,,14.8,2.1
2019,4,20,17:00,UTC,0,,36,,14.1,1.5
2019,4,20,18:00,UTC,0,,71,,7.2,2.2
2019,4,20,19:00,UTC,0,,76,,5.7,1.2
2019,4,20,20:00,UTC,0,,81,,4.2,0.1
2019,4,20,21:00,UTC,0,,85,,2.5,0.9
2019,4,20,22:00,UTC,0,,88,,1.8,0.9
